produto,marca,categoria,categoria_original,descricao,id,preco,url_produto,volume
Hidratante Reparador,Sallve,Rosto,Loja Sallve,"hidratante reparador em creme com Ceramidas, Pantenol e Manteiga de Karité. nutre, repara, acalma e hidrata até as peles mais sensíveis, sensibilizadas e ressecadas. ideal para cicatrizar e hidratar tatuagem.",295aaf2c-ea74-441e-a0d7-b1f5344e427c,"R$ 74,90",https://www.sallve.com.br/products/hidratante-reparador,40g
Kit Tudinho,Sallve,Rosto,Loja Sallve,,f6ea0218-e480-4cdb-a24b-9066ec36d44b,"R$ 179,90",https://www.sallve.com.br/products/kit-tudinho,
"Dupla Adeus, Assaduras",Sallve,Rosto,Loja Sallve,,d3031d71-75b2-4166-9df2-de2472a32c2f,"R$ 146,90",https://www.sallve.com.br/products/dupla-adeus-assaduras,
Protetor Solar Corporal FPS 50,Sallve,Rosto,Loja Sallve,"protetor solar corporal FPS 50 com textura leve sem ficar pegajoso na pele. com manteiga de karité e óleo de semente de uva. não deixa resíduos brancos na pele e é resistente à água, suor e areia.",592d3aa2-851b-43e8-bba6-ac30b2cd5727,"R$ 89,90",https://www.sallve.com.br/products/protetor-solar-corporal-fps50,200g
Hidratante Renovador Corporal,Sallve,Rosto,Loja Sallve,"hidratante corporal de absorção rápida com 10% de AHAs que promove uma renovação na pele do corpo para suavizar marcas nas axilas, bolinhas ásperas e reduzir pelos encravados.",d241a613-21f6-46e6-91cd-ae30aa7a6688,"R$ 89,90",https://www.sallve.com.br/products/hidratante-renovador-corporal,180g
Dupla Cuidado Corporal,Sallve,Rosto,Loja Sallve,,c11a12b7-7bbc-44b5-b18e-6f62b4326051,"R$ 159,90",https://www.sallve.com.br/products/dupla-cuidado-corporal,
Dupla Livre de Pelos Encravados,Sallve,Rosto,Loja Sallve,,1a178a25-4967-4c50-ae1c-980fbdca0496,"R$ 159,90",https://www.sallve.com.br/products/dupla-livre-de-pelos-encravados,
Kit Basicão,Sallve,Rosto,Loja Sallve,,4b2e215b-2747-4a8e-9eb2-c64c8fc57215,"R$ 190,90",https://www.sallve.com.br/products/kit-basicao,
Dupla Acorda e Vai - toque seco,Sallve,Rosto,Loja Sallve,,d0a0ebaa-b44c-4c04-8f37-3ba3c79165e0,"R$ 159,90",https://www.sallve.com.br/products/dupla-acorda-e-vai-toque-seco,
vitamina c + ácido salicílico,Sallve,Rosto,Loja Sallve,,1425213c-8e75-430b-ad6b-e948c7013688,"R$ 151,90",https://www.sallve.com.br/products/vitamina-c-acido-salicilico,
Spray Reparador Calmante,Sallve,Rosto,Loja Sallve,"spray reparador calmante para peles sensíveis. reduz vermelhidão, hidrata profundamente com pantenol e bisabolol. eficácia comprovada em 30 minutos.",1b04ed63-2e22-4ae9-a3e6-e0239d6baff0,"R$ 79,90",https://www.sallve.com.br/products/spray-reparador-calmante,120ml
Tônico Renovador,Sallve,Rosto,Loja Sallve,"tônico renovador com 7% de AHAs (4% de Glicólico, 2% de Málico e 1% de Lático) para uma esfoliação química que uniformiza tom e textura da pele, controla oleosidade e minimiza poros.",94e86f1e-e9f1-4cc8-8613-c7f78eb124bc,"R$ 74,90",https://www.sallve.com.br/products/tonico-renovador,120ml
Kit Basicão Antiacne,Sallve,Rosto,Loja Sallve,,377e845f-9763-435d-b296-6535686ee8e0,"R$ 169,90",https://www.sallve.com.br/products/kit-basicao-linha-antiacne,
Super Vitamina C 20%,Sallve,Rosto,Loja Sallve,"poderoso sérum concentrado antioxidante que previne e suaviza linhas finas, maximiza a radiância e luminosidade, além de hidratar a pele.",51f33a5b-cb8d-418f-8e75-302656d772ab,"R$ 109,90",https://www.sallve.com.br/products/super-vitamina-c-20,30ml
Ácido Hialurônico Hidratante Firmador,Sallve,Rosto,Loja Sallve,"hidratante facial em gel com textura leve e de rápida absorção, ideal para peles mistas e oleosas. contém Ácido hialurônico e fermentados vegetais na sua fórmula que controlam a oleosidade da pele.",9150a978-55ef-45d2-b9cf-a5442aa17451,"R$ 89,90",https://www.sallve.com.br/products/acido-hialuronico-hidratante-firmador,40g
Super Ácido Salicílico 2%,Sallve,Rosto,Loja Sallve,"sérum com máxima concentração de ácidos salicílico e mandélico para tratar e prevenir a acne, além de suavizar marcas de espinhas.",ca80e637-883a-4825-a9ed-879b6a2b688a,"R$ 89,90",https://www.sallve.com.br/products/super-acido-salicilico-2,30ml
Super Ácido Glicólico 10%,Sallve,Rosto,Loja Sallve,"sérum antioleosidade com ácido glicólico em máxima concentração, somado a ativos que reduzem poros, cravos e agem na causa raiz da oleosidade excessiva, sem efeito rebote",84963c96-29ab-4f2c-8511-2e47bcc61644,"R$ 99,90",https://www.sallve.com.br/products/super-acido-glicolico-10,30ml
Hidratante Antiatrito,Sallve,Rosto,Loja Sallve,"hidratante antiatrito é a proteção diária contra assaduras. fórmula em creme, leve e hidratante para mais conforto e movimento no seu dia a dia. ideal para pernas, dobras de pele, roupa e a pele, e outros.",4af23ba4-7921-4fa9-a9d8-d1f06b9d0677,"R$ 74,90",https://www.sallve.com.br/products/hidratante-antiatrito,75g
Protetor Solar com Cor Toque Seco FPS 60,Sallve,Rosto,Loja Sallve,"protetor solar facial FPS60 com cor. possui cobertura leve em 10 cores, toque seco e alta proteção UVA/UVB. uniformiza o tom da pele, é compatível com maquiagem, não esfarela, não escorre e não arde os olhos.",8515bb59-d0c3-46d7-8462-2ca34134f919,"R$ 69,90",https://www.sallve.com.br/products/protetor-solar-com-cor-fps-60,40g
Bastão Antioleosidade,Sallve,Rosto,Loja Sallve,"reduz imediatamente a oleosidade excessiva e a aparência de poros dilatados. proporciona uma pele matificada e livre de brilho, ao mesmo tempo que reduz progressivamente a produção de sebo para resultados expressivos no tratamento antioleosidade",ec2e7449-8aab-4c18-bfef-2473e97afece,"R$ 99,90",https://www.sallve.com.br/products/bastao-antioleosidade,15g
Dupla Seca e Não Resseca,Sallve,Rosto,Loja Sallve,,2bb17d57-fa9f-45fa-aeed-10c33e256101,"R$ 155,90",https://www.sallve.com.br/products/dupla-seca-e-nao-resseca,
Trio Bastão,Sallve,Rosto,Loja Sallve,,255ac11a-f6a3-411d-bfd6-4658f47deed7,"R$ 229,90",https://www.sallve.com.br/products/trio-bastao,
Óleo Antissinais,Sallve,Rosto,Loja Sallve,"óleo antissinais com Retinol puro 0,3% e Óleo de Rosa Mosqueta para renovação da pele. suaviza rugas e linhas finas de expressão, uniformiza o tom e estimula o colágeno da pele.",96e23727-39ef-41df-9c81-9b4f5e983222,"R$ 99,90",https://www.sallve.com.br/products/oleo-antissinais,30ml
Dupla Essencial,Sallve,Rosto,Loja Sallve,,19af2b55-5325-4fb5-bf10-1c6196382327,"R$ 139,90",https://www.sallve.com.br/products/dupla-essencial,
Hidratante Corporal Antioxidante,Sallve,Rosto,Loja Sallve,"hidratante corporal com Vitamina E, café e semente de uva. promove ação antioxidante e até 48 horas de hidratação sem ficar pegajoso.",0d4e746c-56d0-4f47-b992-7bc6f8009006,"R$ 74,90",https://www.sallve.com.br/products/hidratante-corporal-antioxidante,300g
Óleo Facial Antioxidante,Sallve,Rosto,Loja Sallve,"óleo facial antioxidante com Vitamina C, Astaxantina e Phytoesqualano. previne os sinais do tempo e o envelhecimento precoce, hidrata e deixa a pele viçosa.",5f104c75-eb4c-4b14-ab4f-241a6ad38a0d,"R$ 59,90",https://www.sallve.com.br/products/oleo-facial-antioxidante,30ml
Vitamina C FPS 30 Antioxidante Hidratante,Sallve,Rosto,Loja Sallve,"3 em 1: tratamento, hidratação e proteção solar, simplifica a rotina. com Vitamina C 10%, Niacinamida e FPS30, controla a oleosidade, uniformiza tom e textura da pele e protege o colágeno.",4b54e33a-0abe-4335-9e71-adabdcbff195,"R$ 109,90",https://www.sallve.com.br/products/vitamina-c-fps-30-antioxidante-hidratante,40g
Máscara Antirressaca,Sallve,Rosto,Loja Sallve,"para acordar a pele e amenizar os sinais de cansaço; reduzir o inchaço e bolsas nos olhos, amenizar até as olheiras de cansaço.",d7449bf0-8ce0-4a1c-b8bc-8412dc89d8e0,"R$ 69,90",https://www.sallve.com.br/products/mascara-antirressaca,30g
Óleo Corporal Antioxidante,Sallve,Rosto,Loja Sallve,"óleo corporal antioxidante para uma hidratação potente e prática. com Vitamina E, óleo de jojoba, café verde e semente de uva. para uma pele radiante e suave.",d60ac3cd-7d1d-455f-b243-dc356e33ffb4,"R$ 39,90",https://www.sallve.com.br/products/oleo-corporal-antioxidante,120ml
Protetor Solar Labial FPS 30,Sallve,Rosto,Loja Sallve,"hidratante labial FPS 30 UVA/UVB combina proteção solar, reparação dos lábios e protege a barreira protetora. hidratação duradoura com manteiga de karité, que deixa os lábios hidratados e macios.",3042e207-bb6a-4928-b18f-470584b016c7,"R$ 44,90",https://www.sallve.com.br/products/protetor-solar-labial-fps-30,5.7g
kit controle de poros,Sallve,Rosto,Loja Sallve,,0db66ea1-1a19-47c3-94bc-ea0672ad5f9d,"R$ 144,14",https://www.sallve.com.br/products/kit-controle-de-poros,
Dupla Vitamina C + Hialurônico + Retinol Biomimético,Sallve,Rosto,Loja Sallve,,f307fcdc-b5a9-463d-a07b-572efce99778,"R$ 158,90",https://www.sallve.com.br/products/dupla-vitamina-c-hialuronico-retinol-biomimetico,
Kit 2 unidades Refil Limpador Facial,Sallve,Rosto,Loja Sallve,,d12d449a-1810-48de-a637-081c199c1231,"R$ 113,80",https://www.sallve.com.br/products/kit-2-unidades-refil-limpador-facial,
Refil Limpador Antiacne,Sallve,Rosto,Loja Sallve,"limpador antiacne promove uma limpeza profunda, sem ressecar e sem sulfatos. com Ácido Salicílico, Melaleuca, Niacinamida que contribuem para prevenção de cravos e espinhas.",a9134d94-3523-478b-99a1-a26bd44dfccb,"R$ 59,90",https://www.sallve.com.br/products/refil-limpador-antiacne,240ml
Refil Limpador Antioleosidade,Sallve,Rosto,Loja Sallve,"limpador facial com ácido glicólico e niacinamida, formulado para peles mistas e oleosas. limpa profundamente, reduz a oleosidade excessiva, desobstrui poros e deixa sensação imediata de frescor",9321d4ad-56f2-44d0-b4d7-ff6cd3aa7658,"R$ 59,90",https://www.sallve.com.br/products/refil-limpador-antioleosidade,240ml
Dupla Antiolheiras e Antioleosidade,Sallve,Rosto,Loja Sallve,,367dfd51-e059-4832-8eb1-65216b9a6cbb,"R$ 188,90",https://www.sallve.com.br/products/dupla-antiolheiras-e-antioleosidade,
dupla rotina prática,Sallve,Rosto,Loja Sallve,,aa3b7470-17ce-44b0-ae33-242f5b93fc17,"R$ 159,90",https://www.sallve.com.br/products/dupla-rotina-pratica,
dupla super antioleosidade,Sallve,Rosto,Loja Sallve,,1f72208f-c925-44bc-8e2b-b495a94fc2f9,"R$ 164,90",https://www.sallve.com.br/products/dupla-super-antioleosidade,
dupla livre de oleosidade,Sallve,Rosto,Loja Sallve,,4d3ad4f0-222d-45f1-b771-3514939a1d11,"R$ 174,80",https://www.sallve.com.br/products/dupla-livre-de-oleosidade,
trio essencial - pele oleosa,Sallve,Rosto,Loja Sallve,,4d9ebc07-af48-475a-9bc6-70c0fda009ab,"R$ 229,90",https://www.sallve.com.br/products/trio-essencial-pele-oleosa,
kit rotina completa antioleosidade,Sallve,Rosto,Loja Sallve,,bac817c5-bf3e-43bf-b850-1dc649e10e8f,"R$ 279,90",https://www.sallve.com.br/products/kit-rotina-antioleosidade,
trio pele sequinha,Sallve,Rosto,Loja Sallve,,23b6526c-70d8-4233-b628-f351e6457b02,"R$ 209,90",https://www.sallve.com.br/products/trio-pele-sequinha,
Dupla Antioleosidade,Sallve,Rosto,Loja Sallve,,4b52dc5f-5f4d-4149-8724-3b1e22bbe229,"R$ 169,90",https://www.sallve.com.br/products/dupla-antioleosidade,
Dupla Antiatrito e Antioleosidade,Sallve,Rosto,Loja Sallve,,3661cf11-942a-4d5a-9eed-404bde439f27,"R$ 169,90",https://www.sallve.com.br/products/dupla-antiatrito-e-antioleosidade,
Dupla Antiacne e Antioleosidade,Sallve,Rosto,Loja Sallve,,d6291490-bc1c-479c-9a91-6a2bd164768b,"R$ 139,90",https://www.sallve.com.br/products/dupla-antiacne-e-antioleosidade,
Refil Limpador Facial,Sallve,Rosto,Loja Sallve,"gel de limpeza que remove maquiagem leve e limpa profundamente sem repuxar. com niacinamida, extrato de moringa e livre de sulfatos",356154ac-b952-4bbb-9ab1-57ecc5af72c9,"R$ 59,90",https://www.sallve.com.br/products/refil-limpador-facial,240ml
Tônico Antiacne,Sallve,Rosto,Loja Sallve,"tônico antiacne adstringente proporciona uma limpeza eficaz e controle de oleosidade. com melaleuca, centella e niacinamida.",12953321-fc26-4696-9bee-846d49cc083a,"R$ 69,90",https://www.sallve.com.br/products/tonico-antiacne,120ml
Protetor Solar Toque Seco FPS50,Sallve,Rosto,Loja Sallve,"protetor solar facial toque seco FPS50 e efeito mate. com Niacinamida que controla oleosidade ao longo do dia, reduz o brilho da pele sem ressecar e disfarça poros.",fa482b3d-ade5-4af7-9112-1e525267c735,"R$ 69,90",https://www.sallve.com.br/products/protetor-solar-toque-seco-fps50,40g
Esfoliante Hidratante Corporal,Sallve,Rosto,Loja Sallve,"esfoliante corporal que combina esfoliação química e física. promove renovação celular, uniformiza tom e textura da pele, desobstrui os poros e hidrata intensamente.",d2761ca9-9ef7-4aa3-b6c9-c037066f5991,"R$ 79,90",https://www.sallve.com.br/products/esfoliante-hidratante-corporal,150g
Dupla Novos Fios,Sallve,Rosto,Loja Sallve,,e5b1805d-436e-45f7-a8cb-f760ff8d0d46,"R$ 134,90",https://www.sallve.com.br/products/kit-novos-fios,
Dupla Retinol e Vitamina C  - Pele Sensível,Sallve,Rosto,Loja Sallve,,18acd134-bfb1-4396-9f94-7d3f38a98460,"R$ 119,90",https://www.sallve.com.br/products/dupla-retinol-e-vitamina-c-pele-sensivel,
Protetor Solar Stick Tonalizante FPS 80 - Ivory - 17g,Adcos,Tonalizante,Tonalizantes,"O número 1 em prescrições médicas. O Protetor Solar Stick FPS 80 oferece muita alta proteção contra a radiação UVB, UVA curto, UVA longo e UVA ultralongo e proteção contra luz visível, e infravermelho com uma cobertura perfeita e imediata das imperfeições. Hidrata profundamente, preenche rugas, reduz manchas e preserva o colágeno. Com textura que desliza sobre a pele e fácil de espalhar, não deixa a pele pegajosa e é muito resistente à água e suor.",9949d0b0-3237-4a14-9550-c0716db20de5,"R$ 175,00",https://www.lojaadcos.com.br/protetor-solar-stick-fps80/p?skuId=2000579,17g
Refil Protetor Solar Pó Compacto com Ácido Hialurônico FPS 50 - Refil Translúcido,Adcos,Protetor Solar,Proteção Solar,"Refil do Protetor Solar em Pó Compacto com Ácido Hialurônico. Feito com 100% de filtros minerais, tem alta proteção para a pele e gera menos resíduos ao planeta, com ação antienvelhecimento para peles normais, mistas e oleosas. Ideal para reaplicação ao longo do dia e 6 tonalidades que se adaptam à pele brasileira.",ebf5a595-16d1-4567-beef-eed30ff7bbb0,"R$ 179,00",https://www.lojaadcos.com.br/refil-protetor-solar-tonalizante-fps50-pocompacto-acido-hialuronico/p?skuId=2000780,
Hyalu 6 Aqua Face e Olhos - 17g,Adcos,Hidratação,Hidratação,"O 1° Ácido Hialurônico com textura Water Stick que preenche rugas, promove frescor imediato e hidrata profundamente a qualquer hora e em qualquer lugar. Com 4 tipos de AH + 2 bioestimuladores, ele auxilia no antienvelhecimento e proporciona firmeza e luminosidade para a pele.",dfd0c5c3-ebdc-4415-85da-f7a6cd5e1786,"R$ 269,00",https://www.lojaadcos.com.br/hyalu-aqua-stick/p?skuId=2001157,17g
Protetor Solar Aqua Fluid FPS 50 - Incolor 40ml,Adcos,Protetor Solar,Proteção Solar,"Prescrito por dermatologistas, o Protetor Solar Aqua Fluid FPS 50 é um protetor solar com alta proteção e controle da oleosidade e brilho por 12 horas. Além disso, previne o envelhecimento e protege o colágeno com textura fluida como a água, toque seco, imperceptível e cobertura natural sob a pele. Com ação antioleosidade e antiacne reduz a atividade das glândulas sebáceas previne a acne, reduz poros e controla o brilho excessivo.",720647a6-1a21-4df9-9b39-3a8f7d945ad3,"R$ 149,00",https://www.lojaadcos.com.br/protetor-solar-aquafluid-incolor/p?skuId=2000904,40ml
Cell Complex Área dos Olhos - Creme Concentrado Anti-Idade - 15g,Adcos,Anti-Idade,Anti-Idade,"O Cell Complex Área dos Olhos é um creme anti-idade ultraconcentrado para a delicada região dos olhos que reúne os princípios ativos tecnológicos, que ativam o metabolismo celular e a renovação das células-tronco adultas cutâneas. Sua fórmula com Fator de Crescimento (IGF) promove a recuperação da pele e ativa o metabolismo das células, aumentando a produção das fibras de colágeno e elastina, promovendo a firmeza e devolvendo o aspecto jovial à pele madura.",117873ad-62d8-4936-be03-64aef62e4f61,"R$ 299,00",https://www.lojaadcos.com.br/cell-complex-area-dos-olhos-15-g/p?skuId=2000052,15g
Acne Solution Sabonete Secativo - 90g,Adcos,Pele Acneica,Pele Acneica,"Sabonete antisséptico em barra que higieniza e promove uma esfoliação suave. Possui ação anti-inflamatória e antisseborreica, também afina a pele e evita novas lesões causadas pela acne. Ideal para a acne inflamatória, pois ajuda a minimizar as inflamações e proporciona potente ação secativa.",45fe6e3a-ec49-4490-a23c-7f50a12ed9a7,"R$ 89,00",https://www.lojaadcos.com.br/acne-solution-sabonete-secativo-90-g/p?skuId=2000030,90g
Oily Solution Hidratante FPS 20 - 50g,Adcos,Pele Oleosa,Pele Oleosa,"O Hidratante facial da linha Oily Solution controla a oleosidade enquanto protege contra os raios UVA e UVB. Estimula a renovação celular e uniformiza a textura e o relevo da pele, reduzindo as imperfeições comuns das peles oleosas. Contém, ainda, zinco e sílicas antibrilho que controlam a oleosidade por 8h e conferem efeito mate duradouro e imediato. Reduz a aparência dos poros dilatados e os mantém desobstruídos. Possui textura confortável e leve, livre de óleo e é rapidamente absorvido.",d9990448-0e11-450a-8ae4-c9cd14a2643f,"R$ 219,00",https://www.lojaadcos.com.br/oily-solution-hidratante-fps-20-50-g/p?skuId=2000024,50g
Protetor Solar Stick Ultraleve FPS 50 - 15g - Incolor,Adcos,Protetor Solar,Proteção Solar,"Protetor Solar Stick FPS 50 com toque e textura ultraleve que promove ação antioleosidade por 12 horas e redução de poros. Ideal para peles oleosas devido ao seu complexo antibrilho, esse protetor solar stick facial disfarça imperfeições, possui ação antioxidante, antiglicante, antipoluição, protege o DNA celular, tem alta proteção solar.",2d3b4a8c-985b-4d45-81aa-9a8b2d6e79ac,"R$ 175,00",https://www.lojaadcos.com.br/protetor-solar-stick-ultraleve-fps50/p?skuId=2000701,15g
Protetor Solar Stick Tonalizante FPS 55 - Ivory - 17g,Adcos,Tonalizante,Tonalizantes,"Recomendado por dermatologistas, o Filtro Solar Tonalizante FPS 55 Base Stick é um",97481147-b147-4e73-816a-12820bb3119a,"R$ 175,00",https://www.lojaadcos.com.br/filtro-tonalizante-base-stick-fps-55/p?skuId=2000263,17g
Neoderm Complex  Sabonete Glico-Ativo - 240ml,Adcos,Anti-Idade,Anti-Idade,"O Sabonete Glico-Ativo é um sabonete multifuncional com Ácido Glicólico em sua formulação que limpa profundamente, uniformiza a textura, ilumina a pele e previne a obstrução dos poros. Promove uma esfoliação química, prepara a pele para otimizar tratamentos e facilita a permeação de ativos.",8a696152-8caf-4ad7-a98b-c931e5103fa0,"R$ 179,00",https://www.lojaadcos.com.br/neoderm-complex-sabonete-glico-ativo-240-ml/p?skuId=2000025,240ml
Hyalu 6 Área dos Olhos - Creme Anti-Idade - 15g,Adcos,Anti-Idade,Anti-Idade,"O Hyalu 6 Área Olhos possui 4 tipos de Ácido Hialurônico e 2 Bioestimuladores em sua fórmula, que hidratam profundamente de dentro para fora com longa duração e garantem formas diferentes de estimular a produção de colágeno e ácido hialurônico. Esse anti-idade para a área dos olhos rejuvenesce, preenche rugas, reduz a flacidez.",0a1ebe59-cc05-4901-9c7f-0a7d027581be,"R$ 279,00",https://www.lojaadcos.com.br/hyalu-6-area-olhos/p?skuId=2000684,15g
Hyalu Water Gel - Anti-Idade - 50g,Adcos,Hidratação,Hidratação,"Hyalu Water Gel é um produto anti-idade feito para peles oleosas com 4 tipos de ácido hialurônico em sua fórmula, que promovem hidratação intensiva por 48h, tem toque imperceptível, preenche rugas e linhas, controla a oleosidade desde a primeira aplicação por 8h, reduz os poros e garante sensação de pele fresca.",d88cb281-bf6f-42e0-ac20-e3f146544bfe,"R$ 319,00",https://www.lojaadcos.com.br/hyalu-water-gel/p?skuId=2000668,50g
Acne Solution Fluido Ultra Secativo - Renovação Cutânea - 60ml,Adcos,Pele Acneica,Pele Acneica,"Com poderosa ação secativa cicatrizante, o Fluido Ultra Secativo promove renovação celular e melhora a textura da pele, controlando a oleosidade e desobstruindo os poros. É um tratamento noturno que reduz a inflamação acneica, protege o colágeno e previne o reaparecimento da acne, contribuindo para uma pele renovada e iluminada.",3b87dc97-cbe2-4cf9-8a3c-bc2dae05d11c,"R$ 179,00",https://www.lojaadcos.com.br/acne-solutio-fluido-ultra-secativo-60-ml/p?skuId=2000034,60ml
Collagen Filler Up - Creme Anti-idade - 50g,Adcos,Anti-Idade,Anti-Idade,"O Collagen Filler Up é um creme antienvelhecimento facial que recupera a firmeza e a sustentação da pele, hidrata e melhora os contornos faciais. Seus ativos estimulam, protegem, repõe e reparam o colágeno, sendo indicado para peles maduras e adultas.",cf1a9ff6-1935-41b2-9947-541528c1ccf2,"R$ 369,00",https://www.lojaadcos.com.br/collagen-filler-up/p?skuId=2000694,50g
Derma Complex Concentrado Vitamina C 20 - Anti-Idade - 30ml,Adcos,Anti-Idade,Anti-Idade,"O Concentrado Vitamina C 20 é o mais completo antioxidante facial. Com Vitamina C pura, ele estimula a produção de colágeno, reduz visivelmente as rugas, melhora a firmeza, protege contra os efeitos da poluição, da radiação UV. Tem ação clareadora, uniformiza o tom e aumenta a luminosidade da pele.",2eef9245-6321-4ee5-ba08-ecbd4a85ad28,"R$ 319,00",https://www.lojaadcos.com.br/derma-complex-concentrado-vitaminac-20/p?skuId=2000375,30ml
Peeling de Hortelã Iluminador - Esfoliante - 100g,Adcos,Renovação,Renovação,"O Peeling de Hortelã Iluminador é um gel-creme que promove esfoliação física intensa e segura em tratamentos antienvelhecimento, para revitalização e iluminação da pele. É um esfoliante que remove as células mortas, renova e afina a pele, além de potencializar a permeação de ativos e deixar a pele suave e macia.",4e4af9f0-11c7-4c07-86ae-d01108583100,"R$ 149,00",https://www.lojaadcos.com.br/clean-solution-peeling-de-hortela/p?skuId=2000480,100g
Protetor Solar Óleo Seco FPS 30 - Bio Bronze - 120ml,Adcos,Bronzeamento,Bronzeamento,"O Óleo Seco Bio Bronze FPS 30 é um protetor solar corporal desenvolvido para todos os tipos de pele. O produto cuida da saúde da pele durante a exposição solar, estimula o bronzeado natural enquanto protege contra os danos causados pelos raios solares, além de possuir ação antienvelhecimento. Com toque sedoso e rápida absorção, esse óleo corporal protege a pele da radiação solar, hidrata e ilumina, enquanto proporciona um bronzeado saudável e natural para todos os tipos de pele.",1ddc4ef0-67a1-4cf7-bc5c-ea83c2cdffbe,"R$ 169,00",https://www.lojaadcos.com.br/sun-care-oleo-seco-fps30/p?skuId=2000563,120ml
Óleo de Banho - 240ml,Adcos,Higienização,Higienização,"O Óleo de Banho limpa suavemente, removendo as impurezas sem ressecar ou agredir a pele, e proporciona hidratação e suavidade durante o banho. Desenvolvido com pH fisiológico e textura não pegajosa, o dermocosmético preserva a barreira cutânea, restaurando o microbioma e protegendo contra os danos da poluição e agressões externas. Ainda previne irritações decorrentes da pele seca, aumentando a resistência e restaurando a aparência saudável da pele.",b53d054a-4ab9-4204-9418-b517183ec091,"R$ 159,00",https://www.lojaadcos.com.br/oleo-de-banho/p?skuId=2000559,240ml
Derma Complex Loção Anti-Aging Corporal - 200ml,Adcos,Anti-idade,Anti-idade,"O Derma Complex Anti-aging Corporal é uma loção anti-idade para o corpo que possui Vitamina C e Ácido Hialurônico em sua fórmula. Ele melhora a elasticidade, a firmeza e a hidratação da pele. Além disso, ilumina, minimiza as agressões diárias, devolve vitalidade e radiância, promovendo uma sensação única de refrescância e sedosidade. O produto possui ação antioxidante, antiglicante, desglicante e anti-stress.",4fc17a61-630c-45f2-b283-303f29e5d468,"R$ 219,00",https://www.lojaadcos.com.br/derma-complex-antiaging-corporal/p?skuId=2000458,200ml
Reduxcel Crio Slim - Gel Redutor de Medidas e Celulite - Reduxcel Crio Slim - 240g,Adcos,Redução de Medidas e Celulite,Redução de Medidas e Celulite,"O Reduxcel Crio Slim é um gel redutor de medidas ideal para ser usado antes das atividades físicas por potencializar os resultados da queima de gordura do exercício. Sua fórmula contém ativos que resfriam a pele, auxiliando na redução de medidas, combate à celulite e reduz a gordura localizada com resultados comprovados após 21 dias de uso. Possui textura não oleosa e é rapidamente absorvido.",e4562b3e-652e-4c94-9ebe-f732a33532e4,"R$ 299,00",https://www.lojaadcos.com.br/reduxcel-crio-slim/p?skuId=2000306,240g
Reduxcel Anticelulite e Redutor - 200g,Adcos,Redução de Medidas e Celulite,Redução de Medidas e Celulite,"Creme corporal que possui potente ação redutora de medidas e da celulite, diminuindo o aspecto casca de laranja da pele. Formulado com cafeína pura, Pro Sirtuin e Neurocafein® que favorecem a quebra de gordura, o Reduxcel Anticelulite e Redutor possui alta eficácia na redução de celulite e medidas. Contém ainda um complexo drenante que melhora a microcirculação sanguínea, diminuindo o inchaço na região aplicada.",f37f6f2e-50c8-43e5-88a9-2b1068b03635,"R$ 299,00",https://www.lojaadcos.com.br/reduxcel-anticelulite-e-redutor/p?skuId=2000182,200g
Reduxcel Abdômen - Gel Creme Redutor - 150 g,Adcos,Redução de Medidas e Celulite,Redução de Medidas e Celulite,"O Reduxcel Abdômen é um creme corporal que reduz a gordura resistente da região abdominal. Contém 3% de cafeína pura, L-carnitina e Neurocafein® que atuam na quebra da gordura diminuindo medidas e remodelando a silhueta. Reduz o inchaço e o aspecto de casca de laranja característico da celulite.",9f3cc947-cf36-4d6c-b0f8-3c95d2e7ed9a,"R$ 309,00",https://www.lojaadcos.com.br/reduxcel-abdomen/p?skuId=2000181,150 g
Hidrat Soluntion Leite Corporal Hidratante e Nutritivo - 480ml,Adcos,Cuidados Diários,Cuidados Diários,"O Leite Hidratante e Nutritivo da linha Hidrat Solution é um creme que hidrata e ajuda a prevenir o ressecamento e o envelhecimento precoce, deixando a pele hidratada e macia, suave e delicadamente perfumada, com aspecto bonito e saudável. Ele devolve a água à pele, possui textura fina e suave ao toque. Esse hidratante corporal possui nutrição intensiva, regenera e protege a pele contra a ação dos radicais livres.",f10e76ce-ec4e-4838-bc6f-46214c0fd0dd,"R$ 179,00",https://www.lojaadcos.com.br/hidrat-solution-leite-hidratante-e-nutritivo/p?skuId=2000159,480ml
Óleo Seco de Algodão - Pós Banho - 120ml,Adcos,Relaxamento e Bem-Estar,Relaxamento e Bem-Estar,"Um óleo pós banho diferente de todos que você conhece, com finíssima textura, toque seco e acetinado, hidrata e nutre sem deixar a pele oleosa.",9e7ecdf6-ae5e-42a1-8429-445f44d3be7b,"R$ 209,00",https://www.lojaadcos.com.br/home-spa-oleo-seco-de-algodao-120-ml-/p?skuId=2000109,120ml
Golden Care Creme Anti-Aging Corporal - 240g,Adcos,Cuidados Especiais,Cuidados Especiais,"O Creme Anti-Aging Corporal Golden Care é um hidratante que promove nutrição intensiva para pele secas e maduras. Sua fórmula possui princípios ativos que previnem e minimizam a perda de elasticidade, tônus e hidratação, garantindo uma pele uniforme, hidratada e revitalizada. É indicado para mulheres pós-menopausa.",bdc73aec-d4d0-49ad-b917-4d2dc995326c,"R$ 289,00",https://www.lojaadcos.com.br/creme-revitalizante-corporal-golden-care-240-g/p?skuId=2000062,240g
